timestamp	elapsed_process	active_file	active_lines	total_lines	error_rows	gpu	ollama_model
2026-05-21 00:27:38	04:27:21	qwen3.5_35b-a3b__rag_only.jsonl	47	647	0	23167/ 24/ 62	qwen3.5:35b-a3b
2026-05-21 00:28:38	04:28:22	qwen3.5_35b-a3b__rag_only.jsonl	47	647	0	23167/ 19/ 62	qwen3.5:35b-a3b
2026-05-21 00:29:38	04:29:22	qwen3.5_35b-a3b__rag_only.jsonl	48	648	0	23167/ 21/ 63	qwen3.5:35b-a3b
2026-05-21 00:30:39	04:30:22	qwen3.5_35b-a3b__rag_only.jsonl	48	648	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 00:31:39	04:31:22	qwen3.5_35b-a3b__rag_only.jsonl	48	648	0	23167/ 23/ 62	qwen3.5:35b-a3b
2026-05-21 00:32:39	04:32:23	qwen3.5_35b-a3b__rag_only.jsonl	49	649	0	23167/ 20/ 63	qwen3.5:35b-a3b
2026-05-21 00:33:39	04:33:23	qwen3.5_35b-a3b__rag_only.jsonl	49	649	0	23167/ 21/ 62	qwen3.5:35b-a3b
2026-05-21 00:34:40	04:34:23	qwen3.5_35b-a3b__rag_only.jsonl	49	649	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 00:35:40	04:35:23	qwen3.5_35b-a3b__hybrid_rag.jsonl	0	650	0	23167/ 18/ 64	qwen3.5:35b-a3b
2026-05-21 00:36:40	04:36:24	qwen3.5_35b-a3b__hybrid_rag.jsonl	0	650	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 00:37:40	04:37:24	qwen3.5_35b-a3b__hybrid_rag.jsonl	0	650	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 00:38:41	04:38:24	qwen3.5_35b-a3b__hybrid_rag.jsonl	1	651	0	23167/ 100/ 66	qwen3.5:35b-a3b
2026-05-21 00:39:41	04:39:24	qwen3.5_35b-a3b__hybrid_rag.jsonl	1	651	0	23167/ 20/ 63	qwen3.5:35b-a3b
2026-05-21 00:40:41	04:40:24	qwen3.5_35b-a3b__hybrid_rag.jsonl	1	651	0	23167/ 21/ 62	qwen3.5:35b-a3b
2026-05-21 00:41:41	04:41:25	qwen3.5_35b-a3b__hybrid_rag.jsonl	1	651	0	23167/ 16/ 62	qwen3.5:35b-a3b
2026-05-21 00:42:41	04:42:25	qwen3.5_35b-a3b__hybrid_rag.jsonl	2	652	0	23167/ 19/ 63	qwen3.5:35b-a3b
2026-05-21 00:43:42	04:43:25	qwen3.5_35b-a3b__hybrid_rag.jsonl	2	652	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 00:44:42	04:44:25	qwen3.5_35b-a3b__hybrid_rag.jsonl	2	652	0	23167/ 19/ 62	qwen3.5:35b-a3b
2026-05-21 00:45:42	04:45:26	qwen3.5_35b-a3b__hybrid_rag.jsonl	3	653	0	23167/ 18/ 63	qwen3.5:35b-a3b
2026-05-21 00:46:42	04:46:26	qwen3.5_35b-a3b__hybrid_rag.jsonl	3	653	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 00:47:43	04:47:26	qwen3.5_35b-a3b__hybrid_rag.jsonl	3	653	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 00:48:43	04:48:26	qwen3.5_35b-a3b__hybrid_rag.jsonl	3	653	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 00:49:43	04:49:27	qwen3.5_35b-a3b__hybrid_rag.jsonl	4	654	0	23167/ 18/ 63	qwen3.5:35b-a3b
2026-05-21 00:50:43	04:50:27	qwen3.5_35b-a3b__hybrid_rag.jsonl	4	654	0	23167/ 21/ 62	qwen3.5:35b-a3b
2026-05-21 00:51:44	04:51:27	qwen3.5_35b-a3b__hybrid_rag.jsonl	4	654	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 00:52:44	04:52:27	qwen3.5_35b-a3b__hybrid_rag.jsonl	5	655	0	23167/ 21/ 63	qwen3.5:35b-a3b
2026-05-21 00:53:44	04:53:28	qwen3.5_35b-a3b__hybrid_rag.jsonl	5	655	0	23167/ 23/ 62	qwen3.5:35b-a3b
2026-05-21 00:54:44	04:54:28	qwen3.5_35b-a3b__hybrid_rag.jsonl	5	655	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 00:55:45	04:55:28	qwen3.5_35b-a3b__hybrid_rag.jsonl	6	656	0	23167/ 24/ 64	qwen3.5:35b-a3b
2026-05-21 00:56:45	04:56:28	qwen3.5_35b-a3b__hybrid_rag.jsonl	6	656	0	23167/ 21/ 63	qwen3.5:35b-a3b
2026-05-21 00:57:45	04:57:28	qwen3.5_35b-a3b__hybrid_rag.jsonl	6	656	0	23167/ 19/ 62	qwen3.5:35b-a3b
2026-05-21 00:58:45	04:58:29	qwen3.5_35b-a3b__hybrid_rag.jsonl	6	656	0	23167/ 23/ 62	qwen3.5:35b-a3b
2026-05-21 00:59:45	04:59:29	qwen3.5_35b-a3b__hybrid_rag.jsonl	7	657	0	23167/ 18/ 63	qwen3.5:35b-a3b
2026-05-21 01:00:46	05:00:29	qwen3.5_35b-a3b__hybrid_rag.jsonl	7	657	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 01:01:46	05:01:29	qwen3.5_35b-a3b__hybrid_rag.jsonl	7	657	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 01:02:46	05:02:30	qwen3.5_35b-a3b__hybrid_rag.jsonl	8	658	0	23167/ 23/ 63	qwen3.5:35b-a3b
2026-05-21 01:03:46	05:03:30	qwen3.5_35b-a3b__hybrid_rag.jsonl	8	658	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 01:04:47	05:04:30	qwen3.5_35b-a3b__hybrid_rag.jsonl	8	658	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 01:05:47	05:05:30	qwen3.5_35b-a3b__hybrid_rag.jsonl	9	659	0	23167/ 18/ 64	qwen3.5:35b-a3b
2026-05-21 01:06:47	05:06:31	qwen3.5_35b-a3b__hybrid_rag.jsonl	9	659	0	23167/ 24/ 62	qwen3.5:35b-a3b
2026-05-21 01:07:47	05:07:31	qwen3.5_35b-a3b__hybrid_rag.jsonl	9	659	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 01:08:48	05:08:31	qwen3.5_35b-a3b__hybrid_rag.jsonl	9	659	0	23167/ 16/ 62	qwen3.5:35b-a3b
2026-05-21 01:09:48	05:09:31	qwen3.5_35b-a3b__hybrid_rag.jsonl	10	660	0	23167/ 18/ 63	qwen3.5:35b-a3b
2026-05-21 01:10:48	05:10:32	qwen3.5_35b-a3b__hybrid_rag.jsonl	10	660	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 01:11:48	05:11:32	qwen3.5_35b-a3b__hybrid_rag.jsonl	10	660	0	23167/ 25/ 62	qwen3.5:35b-a3b
2026-05-21 01:12:49	05:12:32	qwen3.5_35b-a3b__hybrid_rag.jsonl	11	661	0	23167/ 18/ 63	qwen3.5:35b-a3b
2026-05-21 01:13:49	05:13:32	qwen3.5_35b-a3b__hybrid_rag.jsonl	11	661	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 01:14:49	05:14:32	qwen3.5_35b-a3b__hybrid_rag.jsonl	11	661	0	23167/ 23/ 62	qwen3.5:35b-a3b
2026-05-21 01:15:49	05:15:33	qwen3.5_35b-a3b__hybrid_rag.jsonl	12	662	0	23167/ 18/ 64	qwen3.5:35b-a3b
2026-05-21 01:16:49	05:16:33	qwen3.5_35b-a3b__hybrid_rag.jsonl	12	662	0	23167/ 23/ 63	qwen3.5:35b-a3b
2026-05-21 01:17:50	05:17:33	qwen3.5_35b-a3b__hybrid_rag.jsonl	12	662	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 01:18:50	05:18:33	qwen3.5_35b-a3b__hybrid_rag.jsonl	12	662	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 01:19:50	05:19:34	qwen3.5_35b-a3b__hybrid_rag.jsonl	13	663	0	23167/ 21/ 63	qwen3.5:35b-a3b
2026-05-21 01:20:50	05:20:34	qwen3.5_35b-a3b__hybrid_rag.jsonl	13	663	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 01:21:51	05:21:34	qwen3.5_35b-a3b__hybrid_rag.jsonl	13	663	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 01:22:51	05:22:34	qwen3.5_35b-a3b__hybrid_rag.jsonl	14	664	0	23167/ 18/ 63	qwen3.5:35b-a3b
2026-05-21 01:23:51	05:23:35	qwen3.5_35b-a3b__hybrid_rag.jsonl	14	664	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 01:24:51	05:24:35	qwen3.5_35b-a3b__hybrid_rag.jsonl	14	664	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 01:25:52	05:25:35	qwen3.5_35b-a3b__hybrid_rag.jsonl	15	665	0	23167/ 22/ 64	qwen3.5:35b-a3b
2026-05-21 01:26:52	05:26:35	qwen3.5_35b-a3b__hybrid_rag.jsonl	15	665	0	23167/ 18/ 63	qwen3.5:35b-a3b
2026-05-21 01:27:52	05:27:36	qwen3.5_35b-a3b__hybrid_rag.jsonl	15	665	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 01:28:52	05:28:36	qwen3.5_35b-a3b__hybrid_rag.jsonl	15	665	0	23167/ 21/ 62	qwen3.5:35b-a3b
2026-05-21 01:29:53	05:29:36	qwen3.5_35b-a3b__hybrid_rag.jsonl	16	666	0	23167/ 18/ 63	qwen3.5:35b-a3b
2026-05-21 01:30:53	05:30:36	qwen3.5_35b-a3b__hybrid_rag.jsonl	16	666	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 01:31:53	05:31:36	qwen3.5_35b-a3b__hybrid_rag.jsonl	16	666	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 01:32:53	05:32:37	qwen3.5_35b-a3b__hybrid_rag.jsonl	17	667	0	23167/ 18/ 63	qwen3.5:35b-a3b
2026-05-21 01:33:53	05:33:37	qwen3.5_35b-a3b__hybrid_rag.jsonl	17	667	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 01:34:54	05:34:37	qwen3.5_35b-a3b__hybrid_rag.jsonl	17	667	0	23167/ 19/ 62	qwen3.5:35b-a3b
2026-05-21 01:35:54	05:35:37	qwen3.5_35b-a3b__hybrid_rag.jsonl	18	668	0	23167/ 18/ 65	qwen3.5:35b-a3b
2026-05-21 01:36:54	05:36:38	qwen3.5_35b-a3b__hybrid_rag.jsonl	18	668	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 01:37:54	05:37:38	qwen3.5_35b-a3b__hybrid_rag.jsonl	18	668	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 01:38:55	05:38:38	qwen3.5_35b-a3b__hybrid_rag.jsonl	19	669	0	23167/ 18/ 63	qwen3.5:35b-a3b
2026-05-21 01:39:55	05:39:38	qwen3.5_35b-a3b__hybrid_rag.jsonl	19	669	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 01:40:55	05:40:39	qwen3.5_35b-a3b__hybrid_rag.jsonl	19	669	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 01:41:55	05:41:39	qwen3.5_35b-a3b__hybrid_rag.jsonl	20	670	0	23167/ 18/ 64	qwen3.5:35b-a3b
2026-05-21 01:42:56	05:42:39	qwen3.5_35b-a3b__hybrid_rag.jsonl	20	670	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 01:43:56	05:43:39	qwen3.5_35b-a3b__hybrid_rag.jsonl	20	670	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 01:44:56	05:44:40	qwen3.5_35b-a3b__hybrid_rag.jsonl	20	670	0	23167/ 19/ 62	qwen3.5:35b-a3b
2026-05-21 01:45:56	05:45:40	qwen3.5_35b-a3b__hybrid_rag.jsonl	21	671	0	23167/ 18/ 63	qwen3.5:35b-a3b
2026-05-21 01:46:57	05:46:40	qwen3.5_35b-a3b__hybrid_rag.jsonl	21	671	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 01:47:57	05:47:40	qwen3.5_35b-a3b__hybrid_rag.jsonl	21	671	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 01:48:57	05:48:41	qwen3.5_35b-a3b__hybrid_rag.jsonl	22	672	0	23167/ 18/ 63	qwen3.5:35b-a3b
2026-05-21 01:49:57	05:49:41	qwen3.5_35b-a3b__hybrid_rag.jsonl	22	672	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 01:50:58	05:50:41	qwen3.5_35b-a3b__hybrid_rag.jsonl	22	672	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 01:51:58	05:51:41	qwen3.5_35b-a3b__hybrid_rag.jsonl	23	673	0	23167/ 54/ 65	qwen3.5:35b-a3b
2026-05-21 01:52:58	05:52:42	qwen3.5_35b-a3b__hybrid_rag.jsonl	23	673	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 01:53:58	05:53:42	qwen3.5_35b-a3b__hybrid_rag.jsonl	23	673	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 01:54:59	05:54:42	qwen3.5_35b-a3b__hybrid_rag.jsonl	23	673	0	23167/ 16/ 62	qwen3.5:35b-a3b
2026-05-21 01:55:59	05:55:42	qwen3.5_35b-a3b__hybrid_rag.jsonl	24	674	0	23167/ 19/ 63	qwen3.5:35b-a3b
2026-05-21 01:56:59	05:56:42	qwen3.5_35b-a3b__hybrid_rag.jsonl	24	674	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 01:57:59	05:57:43	qwen3.5_35b-a3b__hybrid_rag.jsonl	24	674	0	23167/ 24/ 62	qwen3.5:35b-a3b
2026-05-21 01:58:59	05:58:43	qwen3.5_35b-a3b__hybrid_rag.jsonl	25	675	0	23167/ 18/ 64	qwen3.5:35b-a3b
2026-05-21 02:00:00	05:59:43	qwen3.5_35b-a3b__hybrid_rag.jsonl	25	675	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 02:01:00	06:00:43	qwen3.5_35b-a3b__hybrid_rag.jsonl	25	675	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 02:02:00	06:01:44	qwen3.5_35b-a3b__hybrid_rag.jsonl	26	676	0	23167/ 100/ 66	qwen3.5:35b-a3b
2026-05-21 02:03:00	06:02:44	qwen3.5_35b-a3b__hybrid_rag.jsonl	26	676	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 02:04:01	06:03:44	qwen3.5_35b-a3b__hybrid_rag.jsonl	26	676	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 02:05:01	06:04:44	qwen3.5_35b-a3b__hybrid_rag.jsonl	26	676	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 02:06:01	06:05:45	qwen3.5_35b-a3b__hybrid_rag.jsonl	27	677	0	23167/ 18/ 63	qwen3.5:35b-a3b
2026-05-21 02:07:01	06:06:45	qwen3.5_35b-a3b__hybrid_rag.jsonl	27	677	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 02:08:02	06:07:45	qwen3.5_35b-a3b__hybrid_rag.jsonl	27	677	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 02:09:02	06:08:45	qwen3.5_35b-a3b__hybrid_rag.jsonl	28	678	0	23167/ 20/ 64	qwen3.5:35b-a3b
2026-05-21 02:10:02	06:09:46	qwen3.5_35b-a3b__hybrid_rag.jsonl	28	678	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 02:11:02	06:10:46	qwen3.5_35b-a3b__hybrid_rag.jsonl	28	678	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 02:12:03	06:11:46	qwen3.5_35b-a3b__hybrid_rag.jsonl	29	679	0	23167/ 58/ 63	qwen3.5:35b-a3b
2026-05-21 02:13:03	06:12:46	qwen3.5_35b-a3b__hybrid_rag.jsonl	29	679	0	23167/ 25/ 63	qwen3.5:35b-a3b
2026-05-21 02:14:03	06:13:47	qwen3.5_35b-a3b__hybrid_rag.jsonl	29	679	0	23167/ 17/ 62	qwen3.5:35b-a3b
2026-05-21 02:15:03	06:14:47	qwen3.5_35b-a3b__hybrid_rag.jsonl	29	679	0	23167/ 19/ 62	qwen3.5:35b-a3b
2026-05-21 02:16:04	06:15:47	qwen3.5_35b-a3b__hybrid_rag.jsonl	30	680	0	23167/ 18/ 63	qwen3.5:35b-a3b
2026-05-21 02:17:04	06:16:47	qwen3.5_35b-a3b__hybrid_rag.jsonl	30	680	0	23167/ 25/ 62	qwen3.5:35b-a3b
2026-05-21 02:18:04	06:17:48	qwen3.5_35b-a3b__hybrid_rag.jsonl	30	680	0	23167/ 21/ 62	qwen3.5:35b-a3b
2026-05-21 02:19:04	06:18:48	qwen3.5_35b-a3b__hybrid_rag.jsonl	31	681	0	23167/ 25/ 64	qwen3.5:35b-a3b
2026-05-21 02:20:05	06:19:48	qwen3.5_35b-a3b__hybrid_rag.jsonl	31	681	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 02:21:05	06:20:48	qwen3.5_35b-a3b__hybrid_rag.jsonl	31	681	0	23167/ 21/ 62	qwen3.5:35b-a3b
2026-05-21 02:22:05	06:21:49	qwen3.5_35b-a3b__hybrid_rag.jsonl	32	682	0	23167/ 51/ 62	qwen3.5:35b-a3b
2026-05-21 02:23:05	06:22:49	qwen3.5_35b-a3b__hybrid_rag.jsonl	32	682	0	23167/ 18/ 63	qwen3.5:35b-a3b
2026-05-21 02:24:06	06:23:49	qwen3.5_35b-a3b__hybrid_rag.jsonl	32	682	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 02:25:06	06:24:49	qwen3.5_35b-a3b__hybrid_rag.jsonl	32	682	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 02:26:06	06:25:50	qwen3.5_35b-a3b__hybrid_rag.jsonl	33	683	0	23167/ 18/ 63	qwen3.5:35b-a3b
2026-05-21 02:27:06	06:26:50	qwen3.5_35b-a3b__hybrid_rag.jsonl	33	683	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 02:28:07	06:27:50	qwen3.5_35b-a3b__hybrid_rag.jsonl	33	683	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 02:29:07	06:28:50	qwen3.5_35b-a3b__hybrid_rag.jsonl	34	684	0	23167/ 19/ 64	qwen3.5:35b-a3b
2026-05-21 02:30:07	06:29:51	qwen3.5_35b-a3b__hybrid_rag.jsonl	34	684	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 02:31:07	06:30:51	qwen3.5_35b-a3b__hybrid_rag.jsonl	34	684	0	23167/ 20/ 62	qwen3.5:35b-a3b
2026-05-21 02:32:08	06:31:51	qwen3.5_35b-a3b__hybrid_rag.jsonl	34	684	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 02:33:08	06:32:51	qwen3.5_35b-a3b__hybrid_rag.jsonl	35	685	0	23167/ 18/ 63	qwen3.5:35b-a3b
2026-05-21 02:34:08	06:33:52	qwen3.5_35b-a3b__hybrid_rag.jsonl	35	685	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 02:35:08	06:34:52	qwen3.5_35b-a3b__hybrid_rag.jsonl	35	685	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 02:36:09	06:35:52	qwen3.5_35b-a3b__hybrid_rag.jsonl	36	686	0	23167/ 18/ 63	qwen3.5:35b-a3b
2026-05-21 02:37:09	06:36:52	qwen3.5_35b-a3b__hybrid_rag.jsonl	36	686	0	23167/ 23/ 62	qwen3.5:35b-a3b
2026-05-21 02:38:09	06:37:53	qwen3.5_35b-a3b__hybrid_rag.jsonl	36	686	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 02:39:09	06:38:53	qwen3.5_35b-a3b__hybrid_rag.jsonl	37	687	0	23167/ 27/ 64	qwen3.5:35b-a3b
2026-05-21 02:40:10	06:39:53	qwen3.5_35b-a3b__hybrid_rag.jsonl	37	687	0	23167/ 26/ 63	qwen3.5:35b-a3b
2026-05-21 02:41:10	06:40:53	qwen3.5_35b-a3b__hybrid_rag.jsonl	37	687	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 02:42:10	06:41:54	qwen3.5_35b-a3b__hybrid_rag.jsonl	37	687	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 02:43:10	06:42:54	qwen3.5_35b-a3b__hybrid_rag.jsonl	38	688	0	23167/ 17/ 63	qwen3.5:35b-a3b
2026-05-21 02:44:11	06:43:54	qwen3.5_35b-a3b__hybrid_rag.jsonl	38	688	0	23167/ 23/ 62	qwen3.5:35b-a3b
2026-05-21 02:45:11	06:44:54	qwen3.5_35b-a3b__hybrid_rag.jsonl	38	688	0	23167/ 21/ 62	qwen3.5:35b-a3b
2026-05-21 02:46:11	06:45:55	qwen3.5_35b-a3b__hybrid_rag.jsonl	39	689	0	23167/ 20/ 63	qwen3.5:35b-a3b
2026-05-21 02:47:11	06:46:55	qwen3.5_35b-a3b__hybrid_rag.jsonl	39	689	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 02:48:12	06:47:55	qwen3.5_35b-a3b__hybrid_rag.jsonl	39	689	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 02:49:12	06:48:55	qwen3.5_35b-a3b__hybrid_rag.jsonl	40	690	0	23167/ 18/ 64	qwen3.5:35b-a3b
2026-05-21 02:50:12	06:49:56	qwen3.5_35b-a3b__hybrid_rag.jsonl	40	690	0	23167/ 18/ 63	qwen3.5:35b-a3b
2026-05-21 02:51:12	06:50:56	qwen3.5_35b-a3b__hybrid_rag.jsonl	40	690	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 02:52:13	06:51:56	qwen3.5_35b-a3b__hybrid_rag.jsonl	40	690	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 02:53:13	06:52:56	qwen3.5_35b-a3b__hybrid_rag.jsonl	41	691	0	23167/ 18/ 63	qwen3.5:35b-a3b
2026-05-21 02:54:13	06:53:57	qwen3.5_35b-a3b__hybrid_rag.jsonl	41	691	0	23167/ 22/ 62	qwen3.5:35b-a3b
2026-05-21 02:55:13	06:54:57	qwen3.5_35b-a3b__hybrid_rag.jsonl	41	691	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 02:56:14	06:55:57	qwen3.5_35b-a3b__hybrid_rag.jsonl	42	692	0	23167/ 23/ 63	qwen3.5:35b-a3b
2026-05-21 02:57:14	06:56:57	qwen3.5_35b-a3b__hybrid_rag.jsonl	42	692	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 02:58:14	06:57:58	qwen3.5_35b-a3b__hybrid_rag.jsonl	42	692	0	23167/ 23/ 62	qwen3.5:35b-a3b
2026-05-21 02:59:14	06:58:58	qwen3.5_35b-a3b__hybrid_rag.jsonl	43	693	0	23167/ 18/ 64	qwen3.5:35b-a3b
2026-05-21 03:00:15	06:59:58	qwen3.5_35b-a3b__hybrid_rag.jsonl	43	693	0	23167/ 21/ 63	qwen3.5:35b-a3b
2026-05-21 03:01:15	07:00:58	qwen3.5_35b-a3b__hybrid_rag.jsonl	43	693	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 03:02:15	07:01:59	qwen3.5_35b-a3b__hybrid_rag.jsonl	43	693	0	23167/ 19/ 62	qwen3.5:35b-a3b
2026-05-21 03:03:15	07:02:59	qwen3.5_35b-a3b__hybrid_rag.jsonl	44	694	0	23167/ 18/ 63	qwen3.5:35b-a3b
2026-05-21 03:04:16	07:03:59	qwen3.5_35b-a3b__hybrid_rag.jsonl	44	694	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 03:05:16	07:04:59	qwen3.5_35b-a3b__hybrid_rag.jsonl	44	694	0	23167/ 20/ 62	qwen3.5:35b-a3b
2026-05-21 03:06:16	07:06:00	qwen3.5_35b-a3b__hybrid_rag.jsonl	45	695	0	23167/ 20/ 63	qwen3.5:35b-a3b
2026-05-21 03:07:16	07:07:00	qwen3.5_35b-a3b__hybrid_rag.jsonl	45	695	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 03:08:17	07:08:00	qwen3.5_35b-a3b__hybrid_rag.jsonl	45	695	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 03:09:17	07:09:00	qwen3.5_35b-a3b__hybrid_rag.jsonl	46	696	0	23167/ 18/ 65	qwen3.5:35b-a3b
2026-05-21 03:10:17	07:10:01	qwen3.5_35b-a3b__hybrid_rag.jsonl	46	696	0	23167/ 21/ 62	qwen3.5:35b-a3b
2026-05-21 03:11:17	07:11:01	qwen3.5_35b-a3b__hybrid_rag.jsonl	46	696	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 03:12:18	07:12:01	qwen3.5_35b-a3b__hybrid_rag.jsonl	46	696	0	23167/ 20/ 62	qwen3.5:35b-a3b
2026-05-21 03:13:18	07:13:01	qwen3.5_35b-a3b__hybrid_rag.jsonl	47	697	0	23167/ 19/ 63	qwen3.5:35b-a3b
2026-05-21 03:14:18	07:14:02	qwen3.5_35b-a3b__hybrid_rag.jsonl	47	697	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 03:15:18	07:15:02	qwen3.5_35b-a3b__hybrid_rag.jsonl	47	697	0	23167/ 22/ 62	qwen3.5:35b-a3b
2026-05-21 03:16:19	07:16:02	qwen3.5_35b-a3b__hybrid_rag.jsonl	48	698	0	23167/ 19/ 63	qwen3.5:35b-a3b
2026-05-21 03:17:19	07:17:02	qwen3.5_35b-a3b__hybrid_rag.jsonl	48	698	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 03:18:19	07:18:03	qwen3.5_35b-a3b__hybrid_rag.jsonl	48	698	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 03:19:19	07:19:03	qwen3.5_35b-a3b__hybrid_rag.jsonl	49	699	0	23167/ 18/ 65	qwen3.5:35b-a3b
2026-05-21 03:20:20	07:20:03	qwen3.5_35b-a3b__hybrid_rag.jsonl	49	699	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 03:21:20	07:21:03	qwen3.5_35b-a3b__hybrid_rag.jsonl	49	699	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 03:22:20	07:22:04	qwen3.5_35b-a3b__hybrid_rag.jsonl	49	699	0	23167/ 18/ 62	qwen3.5:35b-a3b
2026-05-21 03:23:20	07:23:04	qwen3.5_35b-a3b__hybrid_rag.jsonl	50	700	0	23167/ 17/ 62	qwen3.5:35b-a3b
2026-05-21 03:24:21	07:24:04	qwen3.5_35b-a3b__hybrid_rag.jsonl	50	700	0	23167/ 24/ 62	qwen3.5:35b-a3b
2026-05-21 03:25:21	07:25:04	qwen3.5_35b-a3b__hybrid_rag.jsonl	50	700	0	23167/ 18/ 63	qwen3.5:35b-a3b
2026-05-21 03:26:21	07:26:05	qwen3.5_35b-a3b__pretrained_only.jsonl	1	701	0	23167/ 17/ 63	qwen3.5:35b-a3b
2026-05-21 03:27:21	07:27:05	qwen3.5_35b-a3b__pretrained_only.jsonl	1	701	0	23167/ 17/ 63	qwen3.5:35b-a3b
2026-05-21 03:28:22	07:28:05	qwen3.5_35b-a3b__pretrained_only.jsonl	2	702	0	23167/ 19/ 63	qwen3.5:35b-a3b
